CreateCha(884, 13300, 24900, 145, 300)
CreateCha(883, 13800, 25200, 145, 300)
CreateCha(885, 13300, 25300, 145, 300)

CreateCha(885, 15100, 6800, 145, 300)
CreateCha(883, 15000, 7000, 145, 300)
CreateCha(884, 15000, 7500, 145, 300)
CreateCha(883, 14900, 7800, 145, 300)
CreateCha(885, 15100, 8000, 145, 300)
CreateCha(884, 15000, 8200, 145, 300)
CreateCha(883, 15000, 8700, 145, 300)
CreateCha(884, 14900, 9000, 145, 300)
CreateCha(883, 15100, 9300, 145, 300)
CreateCha(885, 15000, 9500, 145, 300)







